SAMPLES:	132300
BITSPERSAMPLE:	16
CHANNELS:	2
SAMPLERATE:	44100
NORMALIZED:	FALSE
6803	6803
17210	17210
18241	18241
4885	4885
41423	41423
63482	63482
40938	40938
119270	119270
4460	4460
97181	97181
54637	54637
65669	65669
118396	118396
9109	9109
89532	89532
23304	23304
71289	71289
252352	252352
179605	179605
55879	55879
25317	25317
325494	325494
136132	136132
19710	19710
268060	268060
283127	283127
394747	394747
308340	308340
431661	431661
10665	10665
138518	138518
87268	87268
153644	153644
56143	56143
318455	318455
61023	61023
508300	508300
450475	450475
127606	127606
363356	363356
87912	87912
98091	98091
249272	249272
258507	258507
227365	227365
10972	10972
477556	477556
136084	136084
522733	522733
359373	359373
153247	153247
502833	502833
762919	762919
480908	480908
413672	413672
390206	390206
37104	37104
634761	634761
810358	810358
75954	75954
193461	193461
398457	398457
661903	661903
769624	769624
949935	949935
769542	769542
330097	330097
644731	644731
464775	464775
1022481	1022481
963819	963819
303080	303080
241516	241516
710822	710822
891315	891315
598166	598166
719183	719183
724904	724904
205873	205873
1193331	1193331
162201	162201
534963	534963
586404	586404
1015340	1015340
509698	509698
437025	437025
311811	311811
993915	993915
344331	344331
1193323	1193323
554919	554919
1101228	1101228
5123	5123
358847	358847
722059	722059
591309	591309
110920	110920
249781	249781
1251722	1251722
1356375	1356375
409623	409623
56744	56744
583929	583929
454054	454054
892146	892146
264723	264723
799744	799744
545098	545098
1107787	1107787
481036	481036
1176487	1176487
724195	724195
768154	768154
571447	571447
1252447	1252447
1075693	1075693
613722	613722
611309	611309
823920	823920
1110078	1110078
509223	509223
1492192	1492192
1396091	1396091
1784827	1784827
550194	550194
183539	183539
1731246	1731246
833355	833355
1326800	1326800
1002228	1002228
906878	906878
1687072	1687072
731355	731355
1679361	1679361
1781205	1781205
1646759	1646759
1031452	1031452
401718	401718
688079	688079
1009286	1009286
1555075	1555075
404045	404045
2021171	2021171
1612977	1612977
1241247	1241247
1936301	1936301
1327221	1327221
1778274	1778274
1838411	1838411
1396005	1396005
1228927	1228927
638691	638691
896596	896596
278582	278582
1733443	1733443
888955	888955
7241	7241
266930	266930
1026139	1026139
1891625	1891625
2375093	2375093
1984005	1984005
1770086	1770086
848953	848953
1353590	1353590
2437838	2437838
2348379	2348379
552154	552154
1532363	1532363
2015774	2015774
1897629	1897629
114344	114344
1471672	1471672
2442650	2442650
2430527	2430527
2384815	2384815
472470	472470
644809	644809
1077054	1077054
699979	699979
2646191	2646191
2347093	2347093
1286396	1286396
2598785	2598785
1623885	1623885
1961904	1961904
1398724	1398724
206607	206607
1968902	1968902
2527017	2527017
1671422	1671422
1120163	1120163
534563	534563
770557	770557
2446872	2446872
2175734	2175734
1911985	1911985
2266444	2266444
1742257	1742257
2122609	2122609
582153	582153
280169	280169
2459795	2459795
461914	461914
764251	764251
1881930	1881930
2682111	2682111
656694	656694
2527857	2527857
1690551	1690551
2075827	2075827
2380943	2380943
1388702	1388702
1616052	1616052
595669	595669
1522003	1522003
614983	614983
1179949	1179949
2015201	2015201
3251130	3251130
1527481	1527481
1839116	1839116
2597444	2597444
3059848	3059848
2400705	2400705
2970041	2970041
1227877	1227877
2293607	2293607
3377734	3377734
1204390	1204390
2857390	2857390
228140	228140
222066	222066
62582	62582
1737433	1737433
2876386	2876386
624419	624419
3528447	3528447
557617	557617
753761	753761
449752	449752
2353682	2353682
3431101	3431101
2895592	2895592
3243580	3243580
154443	154443
699062	699062
1301497	1301497
2670661	2670661
2332885	2332885
2016054	2016054
3666088	3666088
257125	257125
602396	602396
1801936	1801936
3052377	3052377
2372796	2372796
1535516	1535516
587013	587013
342443	342443
222624	222624
766810	766810
1423805	1423805
3047964	3047964
1883512	1883512
907992	907992
535288	535288
129926	129926
1339166	1339166
188189	188189
2749133	2749133
3290957	3290957
1989642	1989642
937045	937045
3874321	3874321
3473992	3473992
3652793	3652793
2381299	2381299
1574139	1574139
3696141	3696141
4110531	4110531
3525057	3525057
781838	781838
75457	75457
1477548	1477548
1229224	1229224
2535792	2535792
2199545	2199545
1092508	1092508
1964960	1964960
2378690	2378690
2407301	2407301
2230657	2230657
3248561	3248561
2463804	2463804
1337363	1337363
1690819	1690819
1509393	1509393
894481	894481
707815	707815
3632879	3632879
3137315	3137315
1404446	1404446
2999958	2999958
3327553	3327553
4470081	4470081
3460063	3460063
3193526	3193526
4377545	4377545
2783330	2783330
630031	630031
2890043	2890043
2066588	2066588
2334611	2334611
3917006	3917006
3474114	3474114
3949324	3949324
4397320	4397320
812912	812912
267850	267850
969083	969083
4559084	4559084
3874109	3874109
3700254	3700254
1551229	1551229
1550835	1550835
3237824	3237824
3529860	3529860
4535546	4535546
1886315	1886315
1446066	1446066
2394104	2394104
2755910	2755910
3835725	3835725
3651421	3651421
4041432	4041432
1093003	1093003
790557	790557
2354362	2354362
800870	800870
4539740	4539740
507940	507940
3552833	3552833
387389	387389
4398301	4398301
4420922	4420922
1120494	1120494
318651	318651
3435745	3435745
2984732	2984732
1464108	1464108
3858396	3858396
2341070	2341070
3736971	3736971
4161609	4161609
1952530	1952530
1438882	1438882
1980581	1980581
1464355	1464355
2554710	2554710
807362	807362
2821163	2821163
2138649	2138649
517584	517584
2289717	2289717
1523433	1523433
2336434	2336434
3002606	3002606
822520	822520
2164109	2164109
5322089	5322089
5424290	5424290
2155006	2155006
4599058	4599058
3935051	3935051
3762579	3762579
419276	419276
4099838	4099838
5345367	5345367
1518499	1518499
3976233	3976233
3547614	3547614
920074	920074
762127	762127
4474624	4474624
2249524	2249524
5251079	5251079
5716960	5716960
3734605	3734605
4932742	4932742
388923	388923
2889701	2889701
176491	176491
33369	33369
2200058	2200058
5898058	5898058
2398560	2398560
5409758	5409758
11875	11875
3540146	3540146
583731	583731
3991593	3991593
5888399	5888399
5836247	5836247
4927289	4927289
5095774	5095774
584121	584121
5545693	5545693
1365478	1365478
3666737	3666737
487532	487532
987358	987358
5901327	5901327
6040822	6040822
4058410	4058410
2620354	2620354
3088374	3088374
3960718	3960718
2002439	2002439
3140742	3140742
1063711	1063711
5645299	5645299
4822141	4822141
3089271	3089271
4212709	4212709
2521347	2521347
4668096	4668096
2712935	2712935
1122763	1122763
4765323	4765323
4497710	4497710
2788348	2788348
5250995	5250995
3924249	3924249
2824234	2824234
3026319	3026319
2064999	2064999
2363804	2363804
1209983	1209983
5603256	5603256
35013	35013
6367394	6367394
403510	403510
3834949	3834949
1354217	1354217
6041324	6041324
5604726	5604726
5530612	5530612
2089842	2089842
2986680	2986680
2353175	2353175
4128515	4128515
1695264	1695264
5427137	5427137
2266815	2266815
3627930	3627930
5245915	5245915
42279	42279
4150337	4150337
3364137	3364137
5803537	5803537
1836868	1836868
1117100	1117100
6772649	6772649
1757619	1757619
86685	86685
6910899	6910899
6844432	6844432
1068730	1068730
5559745	5559745
6956726	6956726
5614327	5614327
2434479	2434479
6356664	6356664
5657271	5657271
719071	719071
6343857	6343857
1264419	1264419
6812785	6812785
2877817	2877817
3793434	3793434
6182566	6182566
1299940	1299940
4395751	4395751
2853078	2853078
1108715	1108715
3609115	3609115
6459007	6459007
3128256	3128256
4679692	4679692
127995	127995
5309	5309
7074368	7074368
4594883	4594883
3741095	3741095
3188438	3188438
6834621	6834621
4737658	4737658
6288687	6288687
674401	674401
1960532	1960532
138165	138165
6263285	6263285
1681889	1681889
1726871	1726871
6844973	6844973
331131	331131
377974	377974
1904625	1904625
3212767	3212767
4108734	4108734
350740	350740
3494989	3494989
6387265	6387265
6194219	6194219
3232451	3232451
7158276	7158276
2275555	2275555
3183808	3183808
408694	408694
567821	567821
4078863	4078863
3013854	3013854
4609353	4609353
6348962	6348962
614038	614038
4462379	4462379
3505190	3505190
2856064	2856064
1428686	1428686
6474580	6474580
5177792	5177792
754753	754753
7971486	7971486
1663209	1663209
39563	39563
6711056	6711056
12627	12627
450715	450715
5623047	5623047
5957561	5957561
6018239	6018239
7044372	7044372
6143795	6143795
777891	777891
3235900	3235900
1587054	1587054
7417161	7417161
7743408	7743408
8064535	8064535
5468556	5468556
1045418	1045418
5908889	5908889
4520030	4520030
2109258	2109258
276267	276267
7555761	7555761
6646440	6646440
3758082	3758082
4035909	4035909
35949	35949
5080457	5080457
5504003	5504003
1348086	1348086
5910441	5910441
4432697	4432697
7258489	7258489
7133625	7133625
7457809	7457809
521929	521929
3723976	3723976
6351810	6351810
5348150	5348150
5086569	5086569
4964505	4964505
1024138	1024138
490748	490748
530156	530156
6607831	6607831
3341296	3341296
4513133	4513133
2773003	2773003
4182276	4182276
2944514	2944514
3683752	3683752
6179418	6179418
2770169	2770169
7901298	7901298
6809011	6809011
7077695	7077695
2731658	2731658
4091880	4091880
1656672	1656672
5557061	5557061
5311642	5311642
4115168	4115168
325305	325305
2820863	2820863
907444	907444
8480339	8480339
1957405	1957405
3477107	3477107
2429283	2429283
501229	501229
8400684	8400684
8094827	8094827
5388342	5388342
944077	944077
6651624	6651624
4166414	4166414
252135	252135
4083778	4083778
1466468	1466468
8830702	8830702
1807556	1807556
8148214	8148214
651086	651086
7598074	7598074
6017275	6017275
3243410	3243410
8801403	8801403
2275785	2275785
3528816	3528816
5982740	5982740
4254042	4254042
4738027	4738027
1751331	1751331
6000111	6000111
5456245	5456245
2889461	2889461
4466681	4466681
138608	138608
7053783	7053783
5252065	5252065
4807570	4807570
6161334	6161334
5049177	5049177
3751705	3751705
2654968	2654968
398799	398799
6758844	6758844
2201690	2201690
5518659	5518659
9315989	9315989
4865595	4865595
4954503	4954503
9537146	9537146
20952	20952
3170897	3170897
4888517	4888517
2200180	2200180
2814060	2814060
2478270	2478270
8702756	8702756
2477525	2477525
7301859	7301859
1123864	1123864
718179	718179
3324993	3324993
1840294	1840294
1191440	1191440
2017516	2017516
5197102	5197102
4157925	4157925
4525267	4525267
5015932	5015932
5768542	5768542
8869159	8869159
5799845	5799845
3010605	3010605
8472876	8472876
9049403	9049403
4558353	4558353
2057406	2057406
2200183	2200183
4157031	4157031
2781228	2781228
2345951	2345951
8219497	8219497
3019976	3019976
8881023	8881023
3619204	3619204
6765637	6765637
7006293	7006293
3333344	3333344
8689220	8689220
4347073	4347073
3617027	3617027
325082	325082
10305300	10305300
6620650	6620650
4464812	4464812
9019002	9019002
3053563	3053563
9783987	9783987
6561651	6561651
8731848	8731848
9126433	9126433
2925952	2925952
10402985	10402985
1335147	1335147
1445551	1445551
13556	13556
8211249	8211249
2582644	2582644
8190951	8190951
4958610	4958610
3999304	3999304
5214550	5214550
10101632	10101632
7013376	7013376
3141279	3141279
9540197	9540197
4736801	4736801
2259856	2259856
1944142	1944142
3851089	3851089
6231669	6231669
576190	576190
5766467	5766467
7304484	7304484
3305609	3305609
10104487	10104487
2000215	2000215
8312184	8312184
5422406	5422406
9586130	9586130
10225592	10225592
5104036	5104036
6381070	6381070
9811934	9811934
8256901	8256901
274393	274393
9549910	9549910
9724152	9724152
7567625	7567625
3581244	3581244
6115072	6115072
2199070	2199070
4184390	4184390
10185709	10185709
2816341	2816341
146532	146532
3120832	3120832
9237680	9237680
46269	46269
314869	314869
10752347	10752347
1565577	1565577
1612601	1612601
255241	255241
8280148	8280148
4722973	4722973
1947054	1947054
1271993	1271993
7586548	7586548
806164	806164
7724701	7724701
6514046	6514046
4411901	4411901
10063265	10063265
7756118	7756118
6525402	6525402
5815680	5815680
685907	685907
2967920	2967920
2064182	2064182
6148713	6148713
3797766	3797766
3165067	3165067
6873081	6873081
10209260	10209260
8888871	8888871
10679070	10679070
6533436	6533436
4191143	4191143
3894448	3894448
4788771	4788771
7708962	7708962
9626381	9626381
3590943	3590943
7933458	7933458
2307468	2307468
10566414	10566414
973399	973399
10970411	10970411
2358147	2358147
8003708	8003708
2301380	2301380
2329351	2329351
1887231	1887231
11638282	11638282
8053867	8053867
4893426	4893426
11219510	11219510
4449956	4449956
4175761	4175761
6019040	6019040
6771317	6771317
4815882	4815882
11618519	11618519
11323797	11323797
4065775	4065775
7342783	7342783
7968847	7968847
7161806	7161806
2082069	2082069
9553117	9553117
6535948	6535948
4587374	4587374
9721163	9721163
6902794	6902794
10578393	10578393
1740378	1740378
11799305	11799305
10583930	10583930
9074950	9074950
4318203	4318203
7971681	7971681
12148114	12148114
9443433	9443433
8758705	8758705
9740496	9740496
1402511	1402511
10831605	10831605
7145039	7145039
103172	103172
8911731	8911731
12223065	12223065
1075105	1075105
4281225	4281225
531282	531282
11687684	11687684
2824503	2824503
582189	582189
812550	812550
10344269	10344269
8961140	8961140
1384788	1384788
6723238	6723238
6466410	6466410
5430583	5430583
3629797	3629797
7209864	7209864
12244780	12244780
4152762	4152762
314754	314754
12638939	12638939
9674111	9674111
2171428	2171428
11663399	11663399
399691	399691
12469551	12469551
3066577	3066577
12364348	12364348
3642271	3642271
6853775	6853775
1355629	1355629
3421655	3421655
11530178	11530178
11796823	11796823
11700297	11700297
4661475	4661475
8372762	8372762
1254054	1254054
1521446	1521446
12537611	12537611
4342015	4342015
7152342	7152342
9172693	9172693
6688244	6688244
1356050	1356050
164731	164731
8013673	8013673
4760105	4760105
8538564	8538564
11827739	11827739
1044643	1044643
5393820	5393820
707823	707823
1352181	1352181
11324095	11324095
3453555	3453555
10679161	10679161
1826617	1826617
6189079	6189079
1779451	1779451
370300	370300
8040857	8040857
11952738	11952738
976218	976218
2847767	2847767
1314350	1314350
8493926	8493926
2119506	2119506
11334087	11334087
12109332	12109332
11078351	11078351
12087000	12087000
1577945	1577945
12045147	12045147
5328351	5328351
1382366	1382366
8341970	8341970
6301911	6301911
6067840	6067840
2235918	2235918
2293845	2293845
5217383	5217383
10978882	10978882
10550010	10550010
4844989	4844989
11954356	11954356
8775582	8775582
11428303	11428303
535652	535652
7405754	7405754
3998255	3998255
7440138	7440138
1684844	1684844
589746	589746
12464831	12464831
3942828	3942828
2396698	2396698
12361251	12361251
4776028	4776028
5349661	5349661
13470477	13470477
757992	757992
12774664	12774664
5598457	5598457
348184	348184
8807516	8807516
9916309	9916309
2288408	2288408
1620394	1620394
2780056	2780056
2167165	2167165
6770406	6770406
5366219	5366219
969570	969570
2934166	2934166
13011897	13011897
1836060	1836060
1640374	1640374
11200799	11200799
13660201	13660201
8644616	8644616
7133482	7133482
9108546	9108546
4431986	4431986
395432	395432
2518529	2518529
6737171	6737171
1779929	1779929
13435648	13435648
9812964	9812964
5365770	5365770
6484272	6484272
8109458	8109458
6508710	6508710
10639626	10639626
3255764	3255764
1669725	1669725
6741459	6741459
8523940	8523940
10966058	10966058
2228128	2228128
13567950	13567950
1563384	1563384
10945874	10945874
563670	563670
4550721	4550721
4204823	4204823
8678742	8678742
2536380	2536380
12646716	12646716
1908164	1908164
10762783	10762783
2936060	2936060
10604430	10604430
7636048	7636048
11898460	11898460
8663956	8663956
4487840	4487840
13775495	13775495
4595281	4595281
886835	886835
11832866	11832866
6572671	6572671
6473826	6473826
2127022	2127022
5042344	5042344
644160	644160
14864987	14864987
10227103	10227103
7212168	7212168
2703459	2703459
2834607	2834607
9023127	9023127
7758175	7758175
8228484	8228484
4797635	4797635
3683864	3683864
2799209	2799209
8743446	8743446
7555182	7555182
10894831	10894831
6545382	6545382
12465400	12465400
12104187	12104187
3473095	3473095
12790612	12790612
4870594	4870594
3276613	3276613
14781072	14781072
8578760	8578760
6527508	6527508
6626856	6626856
7133385	7133385
9581938	9581938
360634	360634
3761174	3761174
3049100	3049100
11391490	11391490
13920559	13920559
2400139	2400139
4721089	4721089
13025565	13025565
4060418	4060418
11423186	11423186
11243547	11243547
14000808	14000808
8435091	8435091
14406935	14406935
8586684	8586684
11663306	11663306
10066335	10066335
9299980	9299980
9102965	9102965
15234219	15234219
6043129	6043129
6869855	6869855
20785	20785
4517268	4517268
5940648	5940648
6176850	6176850
13677904	13677904
567298	567298
